,day,month,days,is_it_job,seniority,company_code,country_code
21983,12,8,36.0,0,3.0,76,27
21984,21,7,58.0,1,3.0,76,69
21985,16,7,63.0,1,3.0,76,69
21986,16,7,63.0,1,3.0,76,69
21987,16,7,63.0,1,3.0,76,69
21988,15,8,34.0,1,3.0,59,21
21989,24,7,55.0,1,2.0,59,39
21991,24,7,55.0,0,2.0,59,108
21992,10,9,7.0,0,2.0,59,21
21993,11,9,6.0,1,3.0,136,77
21994,3,9,15.0,0,3.0,136,37
21997,5,9,12.0,0,3.0,158,116
21998,7,9,10.0,1,2.0,158,39
21999,22,7,58.0,0,3.0,101,116
22000,15,9,2.0,0,2.0,101,116
22001,22,7,58.0,0,3.0,101,116
22002,11,9,6.0,1,3.0,101,10
22003,20,8,28.0,0,2.0,101,116
22004,14,9,4.0,0,3.0,101,17
22007,22,7,58.0,1,4.0,101,116
22009,1,8,48.0,1,3.0,80,27
22010,2,9,16.0,0,3.0,0,27
22011,11,9,6.0,0,2.0,60,55
22012,28,8,20.0,1,2.0,14,116
22014,28,7,51.0,1,3.0,131,116
22015,8,9,9.0,0,2.0,131,122
22016,3,9,14.0,0,3.0,131,5
22017,29,7,50.0,0,3.0,131,122
22018,7,9,10.0,1,2.0,131,34
22019,3,8,44.0,1,2.0,131,37
22020,4,8,44.0,0,2.0,131,116
22021,15,8,33.0,0,3.0,131,19
22022,5,9,12.0,1,2.0,131,16
22023,3,8,44.0,0,4.0,131,21
22024,8,9,8.0,0,3.0,131,26
22025,28,7,51.0,1,2.0,131,116
22026,8,9,9.0,0,1.0,131,16
22027,29,7,50.0,0,3.0,131,78
22028,24,7,55.0,1,3.0,131,27
22030,30,8,17.0,0,2.0,23,21
22031,11,9,5.0,1,2.0,23,59
22032,4,9,13.0,0,3.0,23,21
22033,1,9,15.0,0,2.0,23,21
22034,3,9,14.0,1,2.0,23,21
22035,11,9,5.0,0,2.0,23,21
22036,30,8,17.0,0,2.0,23,21
22037,26,8,22.0,0,2.0,23,39
22039,30,8,17.0,0,2.0,23,21
22040,30,8,17.0,0,2.0,23,21
22042,10,9,6.0,0,1.0,23,27
22043,11,9,5.0,0,2.0,23,110
22044,4,9,13.0,0,2.0,23,27
22045,2,9,15.0,1,2.0,23,21
22048,3,9,14.0,1,2.0,23,21
22049,3,9,13.0,1,3.0,23,95
22050,10,9,6.0,1,3.0,23,21
22051,28,8,20.0,1,2.0,23,21
22052,7,9,9.0,0,2.0,23,21
22053,30,8,17.0,0,2.0,23,21
22054,10,9,6.0,0,1.0,23,27
22055,30,8,17.0,0,2.0,23,21
22057,5,9,11.0,1,3.0,23,10
22058,7,9,9.0,0,2.0,23,21
22059,10,9,6.0,1,2.0,23,21
22060,8,9,8.0,1,2.0,23,95
22061,11,9,5.0,0,2.0,23,21
22062,16,9,1.0,0,2.0,23,21
22063,7,9,9.0,0,2.0,23,21
22064,28,8,20.0,0,2.0,23,21
22066,27,8,20.0,1,2.0,23,21
22067,9,9,8.0,0,2.0,23,98
22068,9,9,8.0,0,2.0,23,21
22069,28,8,20.0,0,2.0,23,21
22071,16,9,1.0,1,3.0,23,27
22073,30,8,17.0,0,2.0,23,21
22076,10,9,6.0,1,2.0,23,102
22077,30,8,17.0,1,2.0,23,21
22078,11,9,5.0,1,2.0,23,59
22079,8,9,8.0,1,2.0,23,95
22080,15,9,1.0,0,3.0,23,49
22081,14,9,2.0,0,2.0,23,116
22082,1,9,16.0,0,2.0,23,21
22083,30,8,17.0,1,2.0,23,21
22087,31,7,47.0,0,3.0,140,116
22088,7,8,41.0,0,4.0,149,116
22089,10,9,7.0,0,3.0,42,27
22090,16,8,31.0,0,3.0,42,116
22091,27,8,20.0,1,3.0,81,27
22092,27,8,20.0,1,3.0,81,27
22093,1,9,16.0,1,3.0,81,27
22094,1,9,16.0,1,3.0,81,27
22095,27,8,20.0,1,1.0,81,27
22096,27,8,20.0,1,1.0,81,27
22097,7,9,9.0,0,2.0,172,27
22098,7,9,9.0,0,2.0,172,27
22099,14,9,3.0,0,3.0,172,27
22100,14,9,3.0,0,3.0,172,27
22101,29,7,49.0,0,1.0,172,27
22102,29,7,49.0,0,1.0,172,27
22103,1,9,15.0,0,3.0,107,50
22104,11,9,5.0,0,2.0,107,122
22105,24,8,24.0,1,3.0,107,21
22106,8,9,8.0,1,3.0,107,21
22107,19,8,29.0,0,3.0,107,45
22108,11,9,5.0,1,3.0,107,21
22109,28,8,20.0,0,3.0,107,21
22110,31,7,48.0,0,2.0,107,49
22111,3,9,14.0,1,3.0,107,21
22112,3,8,44.0,1,4.0,107,16
22113,1,9,16.0,1,3.0,107,50
22114,5,9,11.0,1,4.0,107,16
22115,11,9,5.0,0,3.0,107,114
22116,3,9,14.0,0,3.0,107,16
22118,11,9,5.0,0,2.0,107,107
22119,8,9,8.0,1,4.0,107,116
22120,7,8,41.0,0,2.0,107,84
22121,5,9,11.0,0,2.0,107,95
22122,10,9,7.0,0,3.0,107,21
22123,3,8,44.0,0,2.0,107,5
22124,31,7,47.0,1,4.0,107,16
22125,7,9,9.0,0,2.0,10,102
22126,3,9,14.0,1,1.0,132,59
22127,9,9,8.0,1,1.0,132,59
22128,16,9,1.0,1,4.0,132,116
22129,15,9,1.0,1,3.0,132,52
22130,10,9,7.0,0,4.0,132,59
22131,4,9,13.0,0,2.0,132,26
22132,1,9,16.0,1,1.0,132,59
22133,7,8,41.0,1,2.0,66,39
22134,7,8,41.0,1,2.0,66,39
22135,7,8,41.0,1,2.0,66,39
22136,7,8,41.0,1,2.0,66,39
22138,3,9,13.0,0,3.0,31,27
22139,16,9,1.0,1,2.0,45,93
22141,14,9,2.0,1,3.0,45,27
22142,14,9,2.0,1,3.0,45,27
22143,3,9,13.0,0,1.0,45,27
22144,1,9,15.0,1,1.0,45,27
22146,15,9,1.0,1,2.0,148,116
22148,1,8,47.0,1,3.0,148,116
22149,4,9,13.0,1,2.0,148,50
22150,21,8,27.0,0,2.0,51,27
22151,5,8,42.0,0,3.0,51,98
22152,21,8,27.0,1,1.0,51,27
22153,21,8,27.0,0,3.0,51,87
22154,21,8,27.0,0,2.0,51,116
22155,28,8,19.0,0,3.0,51,13
22156,14,9,2.0,1,2.0,51,27
22157,5,8,43.0,0,1.0,51,27
22158,10,9,6.0,0,1.0,51,27
22159,27,8,20.0,1,1.0,51,27
22161,11,6,98.0,0,2.0,51,27
22162,11,9,5.0,0,1.0,51,27
22163,19,8,29.0,0,2.0,51,93
22164,14,8,34.0,0,3.0,51,27
22167,3,9,13.0,1,3.0,51,27
22168,16,9,1.0,0,3.0,51,116
22169,8,9,8.0,1,1.0,51,27
22170,5,6,103.0,0,2.0,51,27
22171,31,7,47.0,1,3.0,51,27
22172,23,7,55.0,0,3.0,51,27
22173,8,9,8.0,0,3.0,51,27
22174,21,8,27.0,0,1.0,51,27
22175,5,6,103.0,0,3.0,51,27
22176,3,9,13.0,1,4.0,51,27
22177,3,9,13.0,0,3.0,51,39
22178,24,7,55.0,1,3.0,51,27
22179,10,9,6.0,1,1.0,51,27
22180,5,6,103.0,1,1.0,51,27
22181,20,8,27.0,1,3.0,51,27
22182,8,9,8.0,0,2.0,51,27
22183,5,6,103.0,1,1.0,51,27
22184,21,8,27.0,0,1.0,51,27
22185,21,8,27.0,1,3.0,51,27
22186,21,8,27.0,0,1.0,51,27
22187,21,8,27.0,0,3.0,51,27
22188,4,9,13.0,1,3.0,51,27
22189,5,6,103.0,0,1.0,51,27
22190,27,8,20.0,0,3.0,51,39
22191,10,9,6.0,0,3.0,51,27
22192,14,9,2.0,0,1.0,51,27
22193,14,9,2.0,0,2.0,51,116
22194,17,8,30.0,0,3.0,51,116
22195,5,6,103.0,0,1.0,51,27
22196,11,9,5.0,0,1.0,51,27
22197,5,8,42.0,0,3.0,51,98
22199,21,8,27.0,0,3.0,51,116
22200,24,7,55.0,0,2.0,51,27
22201,1,9,15.0,0,3.0,51,27
22202,3,9,13.0,0,2.0,51,17
22203,31,8,16.0,1,4.0,51,52
22205,16,9,1.0,1,2.0,138,116
22206,12,9,5.0,1,2.0,138,116
22207,3,9,14.0,1,2.0,138,116
22210,11,9,5.0,0,2.0,138,27
22211,11,9,5.0,0,3.0,138,27
22212,4,9,13.0,0,3.0,138,116
22213,12,9,5.0,1,2.0,138,116
22214,11,9,5.0,1,3.0,138,116
22217,16,9,1.0,1,3.0,138,116
22219,16,9,1.0,0,3.0,138,93
22221,11,9,5.0,0,1.0,138,49
22222,10,9,7.0,0,2.0,138,27
22224,15,9,1.0,0,2.0,138,27
22227,16,9,1.0,0,1.0,138,27
22228,3,9,13.0,0,4.0,138,101
22229,2,9,14.0,0,2.0,138,34
22230,2,9,14.0,0,3.0,116,27
22231,28,8,19.0,0,1.0,21,27
22232,15,9,1.0,0,2.0,153,116
22234,9,9,8.0,1,2.0,153,116
22235,11,9,5.0,1,3.0,153,116
22236,12,9,4.0,0,3.0,153,116
22237,14,9,3.0,1,2.0,153,116
22238,15,9,1.0,1,2.0,153,116
22239,14,9,3.0,0,2.0,13,27
22240,14,9,3.0,0,2.0,13,27
22241,22,7,56.0,0,3.0,70,55
22242,12,8,35.0,0,3.0,70,89
22243,22,7,57.0,0,3.0,70,3
22244,28,7,51.0,1,2.0,70,3
22245,30,7,49.0,0,3.0,70,93
22246,8,8,40.0,0,3.0,70,29
22247,26,8,22.0,0,2.0,70,3
22248,31,8,16.0,1,2.0,70,3
22249,29,8,19.0,1,4.0,71,116
22250,25,8,23.0,0,4.0,71,116
22251,14,9,2.0,1,4.0,71,16
22252,1,8,47.0,1,3.0,71,116
22253,11,9,6.0,1,4.0,71,39
22254,14,9,2.0,0,3.0,71,116
22255,14,9,2.0,0,3.0,71,52
22256,10,9,7.0,1,3.0,71,55
22257,4,9,13.0,1,2.0,71,103
22258,4,9,13.0,1,2.0,71,103
22259,14,9,2.0,1,4.0,71,39
22260,14,9,2.0,1,4.0,71,39
22261,28,8,20.0,1,3.0,71,116
22262,5,9,11.0,1,3.0,71,116
22263,28,5,111.0,1,3.0,71,116
22264,11,9,6.0,1,3.0,71,55
22265,15,9,1.0,1,2.0,71,52
22266,11,9,6.0,1,4.0,71,16
22267,16,6,92.0,1,3.0,71,16
22268,27,6,82.0,1,3.0,71,116
22269,3,9,14.0,1,4.0,71,13
22270,14,9,2.0,0,3.0,71,116
22271,11,9,6.0,1,4.0,71,116
22272,10,9,7.0,1,4.0,71,16
22273,11,9,6.0,1,4.0,71,16
22274,13,8,34.0,1,3.0,71,52
22275,25,8,23.0,1,3.0,71,13
22276,10,9,7.0,1,3.0,71,55
22277,14,9,2.0,1,4.0,71,16
22278,28,8,20.0,0,3.0,71,116
22279,15,6,93.0,1,3.0,71,85
22280,13,6,95.0,1,2.0,71,21
22281,14,9,2.0,1,3.0,71,55
22282,1,9,16.0,1,4.0,71,39
22283,14,9,2.0,0,4.0,71,116
22284,10,9,7.0,1,4.0,71,39
22286,10,9,7.0,0,3.0,7,27
22287,3,8,44.0,0,3.0,7,27
22288,31,7,48.0,0,3.0,7,27
22289,8,9,9.0,0,3.0,7,27
22290,28,7,51.0,0,4.0,7,27
22291,23,7,56.0,0,3.0,7,27
22292,28,7,51.0,0,3.0,7,27
22293,1,9,15.0,0,2.0,7,27
22294,21,7,57.0,1,4.0,7,27
22295,21,7,57.0,1,4.0,7,27
22296,21,7,57.0,1,1.0,7,27
22297,8,9,9.0,0,3.0,7,27
22298,21,7,57.0,1,3.0,7,27
22299,5,9,11.0,0,3.0,7,27
22300,23,7,56.0,0,3.0,7,27
22301,23,7,56.0,0,3.0,7,27
22302,21,7,57.0,1,3.0,7,27
22303,21,7,57.0,0,3.0,7,27
22304,8,9,9.0,0,3.0,7,27
22305,31,7,47.0,0,3.0,7,27
22306,21,7,57.0,0,3.0,7,27
22307,23,7,56.0,0,3.0,7,27
22308,15,8,33.0,0,3.0,7,27
22309,3,9,14.0,0,3.0,43,116
22310,3,9,13.0,1,2.0,43,98
22311,16,9,1.0,0,2.0,43,116
22312,5,9,11.0,0,3.0,43,116
22313,11,9,5.0,1,3.0,43,37
22314,29,8,19.0,1,2.0,43,77
22315,3,9,13.0,0,2.0,43,77
22316,2,9,14.0,0,3.0,43,27
22317,28,8,20.0,1,2.0,174,27
22318,11,9,5.0,1,2.0,174,27
22319,4,9,13.0,0,3.0,34,116
22320,20,8,27.0,0,3.0,76,27
22321,20,8,27.0,0,3.0,76,27
22322,27,8,20.0,0,3.0,76,27
22323,27,8,20.0,0,3.0,76,27
22324,28,7,50.0,0,3.0,76,27
22325,28,7,50.0,0,3.0,76,27
22326,3,9,13.0,1,2.0,136,39
22327,4,9,13.0,1,3.0,136,77
22328,3,9,13.0,1,2.0,136,50
22329,24,7,54.0,0,3.0,59,39
22330,24,7,55.0,1,3.0,59,92
22331,29,7,49.0,0,3.0,59,21
22332,28,7,50.0,1,3.0,59,13
22333,24,7,55.0,1,3.0,59,21
22334,24,7,55.0,1,4.0,59,92
22335,27,7,51.0,0,3.0,59,13
22336,24,7,55.0,0,3.0,59,22
22337,15,8,33.0,1,2.0,59,13
22338,24,7,55.0,1,3.0,59,34
22339,24,7,55.0,0,3.0,59,92
22340,24,7,55.0,1,2.0,59,50
22341,28,8,20.0,0,4.0,59,13
22342,24,7,55.0,0,3.0,59,92
22343,8,8,40.0,1,4.0,38,116
22344,2,9,15.0,1,2.0,173,17
22345,10,9,7.0,0,3.0,50,116
22346,16,9,1.0,0,2.0,50,116
22347,10,9,7.0,0,3.0,50,116
22348,7,8,41.0,1,2.0,50,116
22349,12,8,36.0,1,2.0,50,116
22350,10,9,7.0,1,2.0,50,116
22351,26,8,22.0,1,3.0,50,116
22352,16,9,1.0,1,2.0,50,116
22353,1,9,15.0,1,3.0,158,39
22354,12,9,4.0,0,2.0,158,116
22355,1,9,15.0,1,3.0,158,39
22356,1,9,15.0,1,3.0,158,39
22357,11,9,6.0,1,2.0,158,116
22358,10,8,37.0,1,2.0,158,116
22359,5,9,11.0,0,3.0,158,39
22360,5,9,11.0,0,3.0,158,39
22361,10,8,37.0,1,4.0,158,116
22362,10,8,37.0,1,3.0,158,116
22365,12,9,5.0,0,3.0,101,37
22366,22,7,57.0,1,2.0,101,116
22367,28,8,19.0,0,3.0,101,116
22368,15,8,33.0,0,3.0,101,116
22369,2,9,15.0,0,3.0,101,116
22370,14,9,2.0,0,2.0,101,116
22371,31,8,16.0,0,2.0,101,116
22372,5,9,11.0,0,2.0,101,116
22373,11,9,5.0,0,3.0,101,17
22374,12,9,5.0,1,2.0,101,23
22375,3,9,14.0,0,3.0,101,116
22376,10,9,6.0,0,2.0,101,116
22378,2,9,14.0,0,2.0,101,17
22379,27,7,51.0,0,2.0,101,17
22380,9,9,8.0,0,2.0,101,116
22381,11,9,5.0,1,2.0,101,77
22382,22,7,57.0,0,3.0,101,52
22383,11,9,5.0,0,2.0,101,23
22384,22,7,57.0,1,3.0,101,116
22385,27,8,20.0,0,3.0,101,116
22386,5,9,11.0,0,2.0,101,116
22388,22,7,57.0,0,3.0,101,116
22389,11,9,5.0,0,2.0,101,77
22390,11,9,5.0,0,3.0,101,116
22391,29,8,19.0,1,3.0,101,116
22392,29,8,19.0,0,3.0,101,116
22394,10,9,6.0,0,2.0,101,120
22395,8,9,8.0,0,2.0,101,116
22396,12,9,5.0,0,2.0,101,116
22397,18,8,30.0,1,3.0,101,116
22398,11,9,5.0,0,3.0,101,116
22399,11,9,5.0,0,2.0,101,116
22400,29,8,19.0,0,3.0,101,116
22401,10,9,6.0,0,2.0,101,116
22402,29,8,19.0,0,2.0,101,116
22403,16,9,1.0,0,2.0,101,116
22404,15,9,1.0,0,2.0,101,116
22405,11,9,5.0,0,3.0,101,116
22406,11,9,5.0,0,2.0,101,116
22407,5,9,11.0,0,3.0,101,116
22408,15,8,33.0,0,2.0,101,116
22409,12,9,5.0,0,3.0,101,116
22410,8,9,8.0,0,2.0,101,116
22411,5,8,43.0,1,2.0,101,116
22412,12,9,5.0,1,2.0,101,23
22413,1,8,47.0,0,4.0,80,37
22414,20,8,27.0,1,3.0,47,84
22415,5,9,11.0,0,3.0,49,4
22416,13,8,34.0,0,3.0,102,27
22417,13,8,34.0,0,3.0,102,27
22418,31,7,48.0,0,3.0,14,116
22419,12,8,36.0,1,3.0,14,8
22420,26,8,22.0,0,3.0,14,77
22421,27,7,51.0,1,2.0,14,116
22422,13,8,34.0,0,3.0,14,27
22423,3,9,13.0,0,3.0,14,39
22424,3,8,44.0,0,3.0,14,55
22425,3,9,14.0,0,3.0,14,55
22426,13,8,34.0,0,3.0,14,39
22427,29,8,19.0,0,2.0,103,116
22428,19,8,29.0,0,3.0,103,103
22429,11,8,37.0,1,3.0,103,50
22430,20,7,58.0,0,4.0,103,59
22431,26,8,22.0,1,2.0,103,52
22432,21,7,57.0,0,2.0,103,116
22433,1,6,108.0,1,3.0,103,62
22434,20,7,58.0,0,2.0,103,21
22435,20,7,58.0,1,2.0,103,21
22436,14,9,2.0,1,2.0,103,37
22437,22,7,56.0,1,3.0,103,52
22438,22,8,26.0,1,2.0,103,21
22439,25,8,23.0,1,2.0,103,99
22440,20,7,58.0,1,2.0,103,21
22441,12,9,4.0,1,2.0,103,116
22442,3,9,13.0,1,2.0,103,52
22443,20,7,58.0,1,2.0,103,116
22444,29,5,110.0,1,3.0,103,116
22445,20,8,27.0,1,2.0,103,116
22446,8,9,8.0,1,4.0,103,116
22447,29,7,49.0,0,3.0,103,116
22448,11,6,98.0,1,3.0,103,13
22449,28,8,20.0,1,3.0,103,52
22450,22,7,57.0,1,4.0,103,116
22451,29,7,49.0,0,3.0,103,116
22452,20,7,58.0,0,3.0,103,116
22453,20,7,58.0,1,3.0,103,116
22454,20,7,58.0,0,2.0,103,116
22455,20,7,58.0,1,3.0,103,39
22456,10,9,6.0,1,2.0,103,116
22458,4,9,13.0,1,3.0,103,116
22460,3,9,14.0,0,2.0,103,77
22461,27,8,20.0,0,2.0,103,116
22462,20,7,58.0,1,2.0,103,116
22463,20,7,58.0,1,2.0,103,21
22464,31,7,48.0,1,3.0,103,116
22465,2,6,106.0,0,3.0,103,116
22466,14,9,3.0,0,4.0,103,103
22467,25,7,54.0,1,2.0,103,116
22469,24,8,24.0,0,1.0,103,27
22470,3,6,106.0,1,3.0,103,112
22471,29,7,49.0,1,4.0,103,116
22472,8,9,8.0,0,3.0,103,39
22473,15,8,33.0,1,3.0,103,21
22474,10,9,6.0,1,2.0,103,116
22475,9,9,8.0,1,3.0,103,52
22476,16,9,1.0,1,3.0,103,39
22477,28,8,20.0,0,3.0,103,77
22478,28,7,50.0,1,3.0,103,116
22479,3,9,14.0,1,3.0,103,116
22480,18,8,30.0,1,2.0,103,116
22481,18,8,30.0,0,3.0,103,116
22482,20,7,58.0,1,3.0,103,116
22483,11,9,6.0,1,3.0,103,116
22484,21,7,57.0,1,2.0,103,116
22485,12,6,96.0,0,3.0,103,116
22486,15,8,33.0,0,3.0,103,39
22487,16,9,1.0,0,3.0,103,13
22488,20,7,58.0,1,3.0,103,21
22489,21,7,57.0,0,3.0,103,103
22490,30,7,49.0,0,3.0,103,116
22491,27,8,20.0,0,3.0,103,116
22492,4,9,13.0,1,2.0,103,116
22570,9,9,7.0,0,2.0,23,98
22572,10,9,6.0,1,2.0,23,21
22573,3,9,13.0,0,2.0,23,27
22574,10,9,6.0,0,1.0,23,27
22577,3,9,13.0,0,3.0,23,98
22579,9,9,7.0,0,2.0,23,49
22581,1,9,15.0,1,2.0,23,27
22583,3,9,13.0,0,3.0,23,116
22584,1,9,15.0,0,2.0,23,27
22585,7,9,9.0,1,2.0,23,48
22588,10,9,6.0,1,3.0,23,10
22590,15,9,1.0,0,3.0,23,78
22591,2,9,14.0,1,3.0,140,116
22592,22,8,25.0,1,3.0,140,116
22593,10,9,6.0,1,2.0,149,17
22594,13,8,34.0,0,4.0,42,102
22595,25,7,53.0,0,4.0,42,39
22596,6,8,41.0,0,2.0,42,116
22597,26,8,21.0,0,3.0,81,21
22598,26,8,21.0,0,2.0,81,27
22599,26,8,21.0,0,2.0,81,27
22600,13,8,34.0,0,3.0,172,27
22601,13,8,34.0,0,3.0,172,27
22602,14,9,1.0,0,1.0,172,27
22603,14,9,1.0,0,1.0,172,27
22604,10,9,6.0,0,3.0,110,27
22605,10,9,6.0,0,3.0,110,27
22606,7,9,9.0,1,3.0,107,21
22607,11,9,4.0,0,3.0,107,21
22608,7,8,40.0,1,3.0,107,103
22609,18,8,29.0,1,3.0,107,50
22610,3,9,13.0,1,2.0,107,50
22611,11,9,4.0,1,3.0,107,19
22612,19,8,28.0,0,3.0,107,52
22613,27,8,20.0,0,3.0,107,50
22614,3,9,13.0,1,4.0,107,39
22615,29,8,18.0,0,3.0,107,10
22616,3,9,13.0,0,3.0,107,21
22617,11,9,4.0,1,3.0,107,116
22618,19,8,28.0,0,3.0,107,52
22619,19,8,28.0,1,3.0,107,103
22620,14,9,1.0,1,2.0,10,84
22621,24,7,54.0,0,3.0,10,84
22622,10,9,6.0,0,2.0,10,27
22623,10,9,6.0,0,3.0,10,27
22624,27,8,20.0,0,3.0,10,27
22625,1,9,15.0,1,2.0,132,9
22626,14,9,1.0,0,2.0,132,13
22627,1,9,15.0,0,3.0,45,27
22628,2,9,14.0,1,3.0,45,52
22629,3,9,13.0,0,1.0,45,27
22630,27,8,20.0,1,2.0,148,116
22632,2,9,14.0,0,3.0,148,116
22633,31,7,47.0,1,2.0,148,116
22635,12,9,4.0,1,2.0,166,27
22636,12,9,4.0,1,2.0,166,27
22637,12,9,4.0,1,3.0,166,27
22638,12,9,4.0,1,2.0,166,27
22639,12,9,4.0,1,2.0,166,27
22640,12,9,4.0,1,3.0,166,27
22641,12,9,4.0,1,2.0,166,27
22643,4,9,12.0,0,1.0,138,27
22644,9,9,7.0,0,3.0,138,116
22645,14,9,1.0,1,3.0,138,27
22646,14,9,1.0,0,2.0,138,98
22647,2,9,14.0,0,3.0,138,101
22649,15,9,1.0,1,1.0,138,27
22650,10,9,6.0,0,2.0,138,27
22651,11,9,4.0,0,3.0,138,116
22652,11,9,4.0,1,3.0,138,116
22653,15,9,1.0,1,2.0,138,21
22654,10,9,6.0,0,2.0,138,116
22655,11,9,4.0,0,4.0,138,101
22657,9,9,7.0,1,4.0,138,13
22659,3,9,13.0,0,3.0,138,110
22661,11,9,4.0,0,3.0,138,116
22662,14,9,1.0,0,1.0,138,27
22663,12,9,4.0,0,3.0,51,27
22665,28,8,19.0,1,3.0,51,27
22666,5,6,103.0,0,3.0,51,27
22667,21,8,26.0,0,3.0,51,27
22668,21,8,26.0,0,2.0,51,27
22669,24,8,23.0,1,2.0,51,27
22671,5,6,103.0,0,1.0,51,27
22672,11,9,5.0,0,3.0,51,27
22673,15,9,1.0,0,3.0,51,27
22674,24,8,23.0,0,3.0,51,27
22677,27,8,19.0,0,3.0,51,102
22678,11,9,5.0,0,3.0,51,52
22679,24,8,23.0,0,3.0,51,116
22680,28,8,19.0,0,2.0,51,87
22681,5,9,11.0,0,3.0,51,27
22682,21,8,26.0,0,2.0,51,27
22683,27,8,19.0,0,4.0,51,107
22684,14,9,2.0,0,2.0,51,27
22685,21,8,26.0,0,2.0,51,116
22686,10,9,6.0,1,2.0,51,27
22687,28,8,19.0,0,2.0,51,87
22688,11,8,36.0,0,2.0,51,27
22689,13,8,34.0,0,1.0,51,27
22691,5,8,42.0,0,3.0,51,27
22692,5,6,103.0,0,1.0,51,27
22693,5,9,11.0,1,1.0,51,27
22694,12,9,4.0,0,2.0,51,91
22695,21,8,26.0,1,3.0,51,27
22696,21,8,26.0,1,2.0,51,27
22697,21,8,26.0,0,3.0,51,27
22698,24,8,23.0,0,3.0,21,27
22699,1,9,15.0,0,1.0,21,27
22700,14,9,1.0,1,3.0,153,8
22703,11,9,4.0,0,4.0,153,37
22704,11,9,4.0,0,3.0,153,27
22706,15,9,1.0,0,3.0,153,22
22707,11,9,4.0,0,2.0,153,5
22709,14,9,1.0,0,1.0,13,27
22710,14,9,1.0,0,1.0,13,27
22711,15,9,1.0,0,2.0,131,16
22713,28,8,19.0,0,3.0,103,28
22714,20,7,58.0,1,4.0,103,13
22715,28,7,50.0,1,3.0,103,39
22716,15,8,32.0,1,3.0,103,116
22717,20,7,58.0,1,2.0,103,116
22718,29,5,110.0,1,2.0,103,116
22719,6,8,41.0,0,4.0,103,59
22720,20,7,58.0,0,3.0,103,103
22721,10,9,5.0,0,4.0,103,116
22722,24,7,54.0,1,2.0,103,107
22723,21,8,26.0,1,2.0,103,116
22724,15,8,32.0,1,1.0,103,50
22725,8,9,8.0,0,3.0,103,52
22726,7,8,40.0,1,3.0,103,116
22727,28,8,19.0,1,3.0,103,26
22728,1,9,15.0,0,3.0,103,116
22729,20,8,27.0,0,3.0,103,116
22730,19,8,28.0,0,3.0,103,87
22731,15,9,1.0,0,3.0,103,111
22732,20,7,58.0,1,3.0,103,13
22733,22,7,56.0,1,3.0,103,21
22734,15,8,32.0,1,2.0,103,50
22736,21,8,26.0,0,3.0,103,116
22737,31,7,47.0,1,3.0,103,116
22738,2,9,14.0,0,3.0,103,59
22739,29,7,49.0,0,3.0,103,116
22740,31,7,47.0,1,2.0,103,21
22741,15,8,32.0,0,3.0,103,50
22742,27,8,19.0,0,3.0,103,52
22743,19,8,28.0,1,2.0,103,52
22744,22,7,56.0,0,3.0,103,13
22745,14,9,1.0,0,3.0,103,42
22746,15,8,32.0,1,1.0,103,50
22747,15,8,32.0,1,2.0,103,50
22748,3,8,44.0,1,3.0,103,52
22749,20,7,58.0,1,2.0,103,51
22750,11,9,5.0,0,3.0,103,116
22751,20,7,58.0,1,3.0,103,50
22752,3,9,13.0,0,2.0,103,50
22753,4,9,12.0,0,2.0,103,50
22754,18,8,29.0,0,3.0,103,116
22755,4,9,12.0,0,2.0,103,50
22756,20,7,58.0,0,3.0,103,8
22757,4,8,43.0,1,4.0,103,50
22758,15,9,1.0,1,3.0,71,59
22759,15,9,1.0,1,4.0,71,27
22760,22,7,56.0,1,3.0,71,116
22761,15,9,1.0,1,3.0,71,59
22762,15,9,1.0,1,2.0,71,50
22763,15,9,1.0,1,3.0,71,116
22764,24,7,54.0,1,3.0,71,39
22765,15,9,1.0,1,2.0,71,116
22766,15,9,1.0,1,2.0,71,116
22767,15,9,1.0,1,3.0,71,116
22768,15,9,1.0,1,3.0,71,52
22769,14,9,1.0,1,3.0,71,77
22770,15,9,1.0,1,2.0,71,37
22771,10,7,68.0,0,3.0,71,93
22772,15,9,1.0,1,2.0,71,116
22773,24,7,54.0,1,3.0,71,37
22774,28,7,50.0,1,3.0,71,116
22775,15,9,1.0,1,2.0,71,52
22776,15,9,1.0,1,3.0,71,116
22777,15,9,1.0,0,3.0,71,116
22778,15,9,1.0,1,3.0,71,116
22779,15,9,1.0,0,3.0,71,50
22780,15,9,1.0,1,3.0,71,116
22781,15,9,1.0,1,2.0,71,59
22783,26,8,21.0,1,2.0,71,116
22784,15,9,1.0,1,3.0,71,116
22786,15,9,1.0,1,4.0,71,39
22787,21,7,57.0,1,4.0,7,27
22788,21,7,57.0,0,3.0,7,27
22789,21,7,57.0,0,3.0,7,27
22790,7,9,9.0,1,1.0,43,27
22791,4,9,12.0,1,3.0,68,116
22792,14,9,1.0,0,3.0,68,13
22793,31,7,47.0,1,3.0,68,17
22794,4,9,12.0,1,3.0,68,116
22795,14,9,1.0,1,3.0,130,39
22796,14,9,1.0,1,3.0,130,39
22797,27,8,20.0,1,3.0,76,27
22798,27,8,20.0,1,3.0,76,27
22799,20,8,27.0,0,4.0,59,13
22800,12,9,4.0,1,3.0,59,13
22801,2,9,14.0,0,3.0,59,39
22802,24,7,54.0,0,3.0,59,13
22803,2,9,14.0,1,3.0,59,13
